"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00266226","골든죤","","E","사업보고서 (2005.12)","20060331000672","골든죤","20060331",""
"00266226","골든죤","","E","사업보고서 (2004.12)","20050330000558","골든죤","20050330",""
"00266226","골든죤","","E","사업보고서 (2003.12)","20040330000580","골든죤","20040330",""
"00266226","골든죤","","E","사업보고서 (2002.12)","20030329000023","골든죤","20030329",""
"00266226","골든죤","","E","사업보고서 (2001.12)","20020327000610","골든죤","20020327",""
"00266226","골든죤","","E","사업보고서 (2000.12)","20010331000389","골든죤","20010331",""
