"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"01138522","일진에이엔씨","","E","감사보고서 (2019.12)","20200408000699","경진공인회계사감사반(제140호)","20200408",""
"01138522","일진에이엔씨","","E","감사보고서 (2018.12)","20190401001868","경진공인회계사감사반(제140호)","20190401",""
"01138522","일진에이엔씨","","E","[기재정정]감사보고서 (2017.12)","20180409001618","경진공인회계사감사반(제140호)","20180409",""
"01138522","일진에이엔씨","","E","감사보고서 (2017.12)","20180409001075","경진공인회계사감사반(제140호)","20180409","정"
"01138522","일진에이엔씨","","E","감사보고서 (2016.12)","20170413000414","경진공인회계사감사반(제140호)","20170413",""
