"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00371449","금강기업","","E","감사보고서 (2019.12)","20200409000297","우리회계법인","20200409",""
"00371449","금강기업","","E","감사보고서 (2018.12)","20190408000348","우리회계법인","20190408",""
"00371449","금강기업","","E","감사보고서 (2017.12)","20180410000904","우리회계법인","20180410",""
"00371449","금강기업","","E","감사보고서 (2016.12)","20170407001384","우리회계법인","20170407",""
"00371449","금강기업","","E","감사보고서 (2015.12)","20160411000830","우리회계법인","20160411",""
"00371449","금강기업","","E","감사보고서 (2014.12)","20150409001504","우리회계법인","20150409",""
"00371449","금강기업","","E","[기재정정]감사보고서 (2013.12)","20140408000340","우리회계법인","20140408",""
"00371449","금강기업","","E","감사보고서 (2013.12)","20140401000957","우리회계법인","20140401","정"
"00371449","금강기업","","E","감사보고서 (2012.12)","20130405001089","우리회계법인","20130405",""
"00371449","금강기업","","E","감사보고서 (2011.12)","20120409000245","우리회계법인","20120409",""
"00371449","금강기업","","E","감사보고서 (2010.12)","20110408001558","우리회계법인","20110408",""
"00371449","금강기업","","E","감사보고서 (2009.12)","20100407000593","우리회계법인","20100407",""
"00371449","금강기업","","E","감사보고서 (2008.12)","20090406000303","우리회계법인","20090406",""
"00371449","금강기업","","E","감사보고서 (2007.12)","20080410001558","우리회계법인","20080410",""
"00371449","금강기업","","E","감사보고서 (2006.12)","20070409000438","우리회계법인","20070409",""
"00371449","금강기업","","E","감사보고서 (2005.12)","20060406001218","우리회계법인","20060406",""
"00371449","금강기업","","E","감사보고서 (2004.12)","20050413000662","우리회계법인","20050413",""
"00371449","금강기업","","E","감사보고서 (2003.12)","20040412001110","우리회계법인","20040412",""
"00371449","금강기업","","E","감사보고서 (2002.12)","20030404000717","우리회계법인","20030404",""
"00371449","금강기업","","E","감사보고서 (2001.12)","20020412000304","우리회계법인","20020412",""
