"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00144757","현일개발","","E","감사보고서 (2019.12)","20200403001270","동원회계법인","20200403",""
"00144757","현일개발","","E","감사보고서 (2018.12)","20190405000748","동원회계법인","20190405",""
"00144757","현일개발","","E","감사보고서 (2017.12)","20180404001311","동원회계법인","20180404",""
"00144757","현일개발","","E","감사보고서 (2016.12)","20170403001957","동원회계법인","20170403",""
"00144757","현일개발","","E","감사보고서 (2015.12)","20160405000511","동원회계법인","20160405",""
"00144757","현일개발","","E","감사보고서 (2014.12)","20150402000212","동원회계법인","20150402",""
"00144757","현일개발","","E","감사보고서 (2013.12)","20140402001306","동원회계법인","20140402",""
"00144757","현일개발","","E","감사보고서 (2012.12)","20130319000109","동원회계법인","20130319",""
"00144757","현일개발","","E","감사보고서 (2011.12)","20120321000109","동원회계법인","20120321",""
"00144757","현일개발","","E","감사보고서 (2010.12)","20110322000124","동원회계법인","20110322",""
"00144757","현일개발","","E","감사보고서 (2009.12)","20100324000078","안진회계법인","20100324",""
"00144757","현일개발","","E","감사보고서 (2008.12)","20090401001412","안진회계법인","20090401",""
"00144757","현일개발","","E","감사보고서 (2007.12)","20080327000637","안진회계법인","20080327",""
"00144757","현일개발","","E","감사보고서 (2006.12)","20070329000401","삼일회계법인","20070329",""
"00144757","현일개발","","E","감사보고서 (2005.12)","20060403000808","삼일회계법인","20060403",""
"00144757","현일개발","","E","감사보고서 (2004.12)","20050325000724","삼일회계법인","20050325",""
"00144757","현일개발","","E","감사보고서 (2003.12)","20040402000512","삼일회계법인","20040402",""
"00144757","현일개발","","E","감사보고서 (2002.12)","20030401000155","삼일회계법인","20030401",""
"00144757","현일개발","","E","감사보고서 (2001.12)","20020403000613","삼일회계법인","20020403",""
"00144757","현일개발","","E","감사보고서 (2000.12)","20010327000498","삼일회계법인","20010328",""
"00144757","현일개발","","E","감사보고서 (1999.12)","20000328000094","삼일회계법인","20000328",""
