"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00100090","LG스포츠","","E","감사보고서 (2019.12)","20200327000723","안진회계법인","20200327",""
"00100090","LG스포츠","","E","감사보고서 (2018.12)","20190328001188","안진회계법인","20190328",""
"00100090","LG스포츠","","E","감사보고서 (2017.12)","20180320000263","안진회계법인","20180320",""
"00100090","LG스포츠","","E","감사보고서 (2016.12)","20170327000324","안진회계법인","20170327",""
"00100090","LG스포츠","","E","감사보고서 (2015.12)","20160321000067","안진회계법인","20160321",""
"00100090","LG스포츠","","E","감사보고서 (2014.12)","20150331000492","안진회계법인","20150331",""
"00100090","LG스포츠","","E","감사보고서 (2013.12)","20140328000672","안진회계법인","20140328",""
"00100090","LG스포츠","","E","감사보고서 (2012.12)","20130401000686","안진회계법인","20130401",""
"00100090","LG스포츠","","E","감사보고서 (2011.12)","20120330002048","안진회계법인","20120330",""
"00100090","LG스포츠","","E","감사보고서 (2010.12)","20110330000672","안진회계법인","20110330",""
"00100090","LG스포츠","","E","감사보고서 (2009.12)","20100324000214","삼정회계법인","20100324",""
"00100090","LG스포츠","","E","감사보고서 (2008.12)","20090325000091","삼정회계법인","20090325",""
"00100090","LG스포츠","","E","감사보고서 (2007.12)","20080314000433","삼정회계법인","20080314",""
"00100090","LG스포츠","","E","감사보고서 (2006.12)","20070321000309","삼정회계법인","20070321",""
"00100090","LG스포츠","","E","감사보고서 (2005.12)","20060322000239","삼정회계법인","20060322",""
"00100090","LG스포츠","","E","감사보고서 (2004.12)","20050316000222","삼정회계법인","20050316",""
"00100090","LG스포츠","","E","감사보고서 (2003.12)","20040330000721","삼정회계법인","20040330",""
"00100090","LG스포츠","","E","감사보고서 (2002.12)","20030321001447","삼정회계법인","20030322",""
"00100090","LG스포츠","","E","감사보고서 (2001.12)","20020319000386","삼정회계법인","20020319",""
"00100090","LG스포츠","","E","감사보고서 (2000.12)","20010323000894","삼정회계법인","20010324",""
"00100090","LG스포츠","","E","감사보고서 (1999.12)","20000313000034","산동회계법인","20000313",""
