"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00223346","쓰리디넷","035400","E","사업보고서 (2010.12)","20110331002607","쓰리디넷","20110331",""
"00223346","쓰리디넷","035400","E","[첨부추가]사업보고서 (2009.12)","20100331002852","쓰리디넷","20100331","정연"
"00223346","쓰리디넷","035400","E","[기재정정]사업보고서 (2009.12)","20100405000192","쓰리디넷","20100405","연"
"00223346","쓰리디넷","035400","E","[첨부추가]사업보고서 (2008.12)","20090331001820","쓰리디넷","20090331","연"
"00223346","쓰리디넷","035400","E","사업보고서 (2007.12)","20080328001204","쓰리디넷","20080328",""
"00223346","쓰리디넷","035400","E","[첨부추가]사업보고서 (2006.12)","20070330001386","쓰리디넷","20070330",""
"00223346","쓰리디넷","035400","E","[기재정정]사업보고서 (2005.12)","20060512002350","쓰리디넷","20060512",""
"00223346","쓰리디넷","035400","E","사업보고서 (2005.12)","20060331000361","쓰리디넷","20060331","정"
"00223346","쓰리디넷","035400","E","사업보고서 (2004.12)","20050331000781","쓰리디넷","20050331",""
"00223346","쓰리디넷","035400","E","[기재정정]사업보고서 (2003.12)","20040512001317","쓰리디넷","20040513",""
"00223346","쓰리디넷","035400","E","사업보고서 (2003.12)","20040330001569","쓰리디넷","20040330","정"
"00223346","쓰리디넷","035400","E","사업보고서 (2002.12)","20030331001733","쓰리디넷","20030331",""
"00223346","쓰리디넷","035400","E","사업보고서 (2001.12)","20020330000798","쓰리디넷","20020330",""
"00223346","쓰리디넷","035400","E","사업보고서 (2000.12)","20010330000531","쓰리디넷","20010330",""
"00223346","쓰리디넷","035400","E","사업보고서 (1999.12)","20000330000062","쓰리디넷","20000330",""
