"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00159908","케이엠에이치","009690","E","사업보고서 (2008.12)","20090331003250","케이엠에이치","20090331",""
"00159908","케이엠에이치","009690","E","사업보고서 (2007.12)","20080328001600","케이엠에이치","20080328",""
"00159908","케이엠에이치","009690","E","[첨부추가]사업보고서 (2006.12)","20070330000960","케이엠에이치","20070330","연"
"00159908","케이엠에이치","009690","E","사업보고서 (2005.12)","20060331001108","케이엠에이치","20060331",""
"00159908","케이엠에이치","009690","E","사업보고서 (2004.12)","20050331000363","케이엠에이치","20050331",""
"00159908","케이엠에이치","009690","E","[기재정정]사업보고서 (2003.12)","20040528000226","케이엠에이치","20040528",""
"00159908","케이엠에이치","009690","E","[기재정정]사업보고서 (2003.12)","20040513001005","케이엠에이치","20040513","정"
"00159908","케이엠에이치","009690","E","사업보고서 (2003.12)","20040330000663","케이엠에이치","20040330","정"
"00159908","케이엠에이치","009690","E","사업보고서 (2002.12)","20030331001077","케이엠에이치","20030331",""
"00159908","케이엠에이치","009690","E","사업보고서 (2001.12)","20020401000480","케이엠에이치","20020401",""
"00159908","케이엠에이치","009690","E","사업보고서 (2000.12)","20010330000588","케이엠에이치","20010330",""
"00159908","케이엠에이치","009690","E","사업보고서 (1999.12)","20000331000316","케이엠에이치","20000331",""
"00159908","케이엠에이치","009690","E","사업보고서 (1998.12)","19990406000006","케이엠에이치","19990406",""
