"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00154204","태창기업","007490","E","사업보고서 (2009.12)","20100407000770","태창기업","20100407",""
"00154204","태창기업","007490","E","[첨부추가]사업보고서 (2008.12)","20090331002121","태창기업","20090331",""
"00154204","태창기업","007490","E","사업보고서 (2007.12)","20080331002659","태창기업","20080331",""
"00154204","태창기업","007490","E","사업보고서 (2006.12)","20070330000699","태창기업","20070330",""
"00154204","태창기업","007490","E","사업보고서 (2005.12)","20060329000393","태창기업","20060329",""
"00154204","태창기업","007490","E","[기재정정]사업보고서 (2004.12)","20050430000089","태창기업","20050430",""
"00154204","태창기업","007490","E","사업보고서 (2004.12)","20050331001118","태창기업","20050331","정"
"00154204","태창기업","007490","E","사업보고서 (2003.12)","20040330000004","태창기업","20040330",""
"00154204","태창기업","007490","E","사업보고서 (2002.12)","20030331000310","태창기업","20030331",""
"00154204","태창기업","007490","E","사업보고서 (2001.12)","20020328000140","태창기업","20020328",""
"00154204","태창기업","007490","E","사업보고서 (2001.11)","20020228000117","태창기업","20020228",""
"00154204","태창기업","007490","E","사업보고서 (2000.11)","20010227000364","태창기업","20010227",""
"00154204","태창기업","007490","E","사업보고서 (1999.11)","20000228000005","태창기업","20000228",""
