"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00264981","디에이치패션","045260","E","사업보고서 (2011.12)","20120330002502","디에이치패션","20120330","연"
"00264981","디에이치패션","045260","E","[첨부추가]사업보고서 (2010.12)","20110331001616","디에이치패션","20110331","연"
"00264981","디에이치패션","045260","E","[첨부추가]사업보고서 (2009.12)","20100331003039","디에이치패션","20100331","연"
"00264981","디에이치패션","045260","E","[첨부추가]사업보고서 (2008.12)","20090331003113","디에이치패션","20090331","연"
"00264981","디에이치패션","045260","E","사업보고서 (2007.12)","20080331002893","디에이치패션","20080331",""
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2006.12)","20070611000190","디에이치패션","20070611",""
"00264981","디에이치패션","045260","E","사업보고서 (2006.12)","20070330001632","디에이치패션","20070330","정"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2005.12)","20060512002245","디에이치패션","20060512","연"
"00264981","디에이치패션","045260","E","[첨부추가]사업보고서 (2005.12)","20060331001738","디에이치패션","20060331","정연"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2005.12)","20060501000140","디에이치패션","20060501","정연"
"00264981","디에이치패션","045260","E","[첨부추가]사업보고서 (2004.12)","20050331002471","디에이치패션","20050331","정연"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2004.12)","20050428000684","디에이치패션","20050428","연"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2004.12)","20050427000525","디에이치패션","20050428","정연"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2004.12)","20050427000518","디에이치패션","20050428","정연"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2003.12)","20040622000146","디에이치패션","20040622",""
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2003.12)","20040514000944","디에이치패션","20040514","정"
"00264981","디에이치패션","045260","E","사업보고서 (2003.12)","20040330002613","디에이치패션","20040330","정"
"00264981","디에이치패션","045260","E","[기재정정]사업보고서 (2002.12)","20030404000012","디에이치패션","20030404",""
"00264981","디에이치패션","045260","E","사업보고서 (2002.12)","20030331001915","디에이치패션","20030331","정"
"00264981","디에이치패션","045260","E","사업보고서 (2001.12)","20020401000599","디에이치패션","20020401",""
