"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00236368","엠엔에프씨","048640","E","사업보고서 (2010.12)","20110331003131","엠엔에프씨","20110331",""
"00236368","엠엔에프씨","048640","E","[첨부추가]사업보고서 (2009.12)","20100331000794","엠엔에프씨","20100331","정연"
"00236368","엠엔에프씨","048640","E","[기재정정]사업보고서 (2009.12)","20100413001042","엠엔에프씨","20100413","연"
"00236368","엠엔에프씨","048640","E","[첨부추가]사업보고서 (2008.12)","20090331001130","엠엔에프씨","20090331","정연"
"00236368","엠엔에프씨","048640","E","[기재정정]사업보고서 (2008.12)","20090414001039","엠엔에프씨","20090414","연"
"00236368","엠엔에프씨","048640","E","[첨부추가]사업보고서 (2007.12)","20080331000928","엠엔에프씨","20080331","연"
"00236368","엠엔에프씨","048640","E","사업보고서 (2006.12)","20070330001735","엠엔에프씨","20070330",""
"00236368","엠엔에프씨","048640","E","[첨부추가]사업보고서 (2005.12)","20060331000960","엠엔에프씨","20060331","정"
"00236368","엠엔에프씨","048640","E","[기재정정]사업보고서 (2005.12)","20060426000188","엠엔에프씨","20060426",""
"00236368","엠엔에프씨","048640","E","사업보고서 (2004.12)","20050330000186","엠엔에프씨","20050330",""
"00236368","엠엔에프씨","048640","E","[기재정정]사업보고서 (2003.12)","20040813000169","엠엔에프씨","20040813",""
"00236368","엠엔에프씨","048640","E","[기재정정]사업보고서 (2003.12)","20040622000007","엠엔에프씨","20040622","정"
"00236368","엠엔에프씨","048640","E","[기재정정]사업보고서 (2003.12)","20040510001119","엠엔에프씨","20040510","정"
"00236368","엠엔에프씨","048640","E","사업보고서 (2003.12)","20040330000374","엠엔에프씨","20040330","정"
"00236368","엠엔에프씨","048640","E","사업보고서 (2002.12)","20030331000012","엠엔에프씨","20030331",""
"00236368","엠엔에프씨","048640","E","사업보고서 (2001.12)","20020401000911","엠엔에프씨","20020401",""
"00236368","엠엔에프씨","048640","E","사업보고서 (2000.12)","20010331000208","엠엔에프씨","20010331",""
