"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00225210","퓨쳐인포넷","058690","E","[첨부추가]사업보고서 (2009.12)","20100331002844","퓨쳐인포넷","20100331","연"
"00225210","퓨쳐인포넷","058690","E","[첨부추가]사업보고서 (2008.12)","20090327000814","퓨쳐인포넷","20090327","연"
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2007.12)","20080331002457","퓨쳐인포넷","20080331",""
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2006.12)","20070329000573","퓨쳐인포넷","20070329",""
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2005.12)","20060330000499","퓨쳐인포넷","20060330",""
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2004.12)","20050329000469","퓨쳐인포넷","20050329",""
"00225210","퓨쳐인포넷","058690","E","[기재정정]사업보고서 (2004.06)","20050104000109","퓨쳐인포넷","20050104",""
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2004.06)","20040917000106","퓨쳐인포넷","20040917","정"
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2003.06)","20030926000128","퓨쳐인포넷","20030926",""
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2002.06)","20020926000211","퓨쳐인포넷","20020926",""
"00225210","퓨쳐인포넷","058690","E","사업보고서 (2001.06)","20010907000042","퓨쳐인포넷","20010907",""
