"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00269287","보홍","041320","E","[첨부정정]사업보고서 (2009.12)","20100427000398","보홍","20100427",""
"00269287","보홍","041320","E","사업보고서 (2009.12)","20100331002389","보홍","20100331","정"
"00269287","보홍","041320","E","사업보고서 (2008.12)","20090331002084","보홍","20090331",""
"00269287","보홍","041320","E","사업보고서 (2007.12)","20080331002297","보홍","20080331",""
"00269287","보홍","041320","E","사업보고서 (2006.12)","20070330001789","보홍","20070330",""
"00269287","보홍","041320","E","[기재정정]사업보고서 (2005.12)","20060512001906","보홍","20060512",""
"00269287","보홍","041320","E","사업보고서 (2005.12)","20060331001247","보홍","20060331","정"
"00269287","보홍","041320","E","[기재정정]사업보고서 (2004.12)","20050429000489","보홍","20050429",""
"00269287","보홍","041320","E","사업보고서 (2004.12)","20050331000853","보홍","20050331","정"
"00269287","보홍","041320","E","[기재정정]사업보고서 (2003.12)","20040520000254","보홍","20040520",""
"00269287","보홍","041320","E","사업보고서 (2003.12)","20040326000962","보홍","20040326","정"
"00269287","보홍","041320","E","[기재정정]사업보고서 (2002.12)","20030515001633","보홍","20030515",""
"00269287","보홍","041320","E","[기재정정]사업보고서 (2002.12)","20030409000135","보홍","20030409","정"
"00269287","보홍","041320","E","사업보고서 (2002.12)","20030329000545","보홍","20030329","정"
"00269287","보홍","041320","E","사업보고서 (2001.12)","20020401001372","보홍","20020401",""
"00269287","보홍","041320","E","사업보고서 (2000.12)","20010330000303","보홍","20010330",""
