"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00417963","바이나믹","067850","E","사업보고서 (2009.12)","20100331002631","바이나믹","20100331",""
"00417963","바이나믹","067850","E","[기재정정]사업보고서 (2008.12)","20090414001601","바이나믹","20090414",""
"00417963","바이나믹","067850","E","사업보고서 (2008.12)","20090331003164","바이나믹","20090331","정"
"00417963","바이나믹","067850","E","사업보고서 (2007.12)","20080328001408","바이나믹","20080328",""
"00417963","바이나믹","067850","E","사업보고서 (2006.12)","20070330002226","바이나믹","20070330",""
"00417963","바이나믹","067850","E","사업보고서 (2005.12)","20060331001338","바이나믹","20060331",""
