"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00134909","소예","035010","E","사업보고서 (2010.06)","20100928000146","소예","20100928",""
"00134909","소예","035010","E","사업보고서 (2009.06)","20090928000222","소예","20090928",""
"00134909","소예","035010","E","[첨부추가]사업보고서 (2008.06)","20080926000093","소예","20080926","연"
"00134909","소예","035010","E","[기재정정]사업보고서 (2007.12)","20080530000373","소예","20080530",""
"00134909","소예","035010","E","[기재정정]사업보고서 (2007.12)","20080508001065","소예","20080508","정"
"00134909","소예","035010","E","사업보고서 (2007.12)","20080331002843","소예","20080331","정"
"00134909","소예","035010","E","사업보고서 (2006.12)","20070329000862","소예","20070329",""
"00134909","소예","035010","E","사업보고서 (2005.12)","20060330000908","소예","20060330",""
"00134909","소예","035010","E","[첨부추가]사업보고서 (2004.12)","20050330001452","소예","20050330","연"
"00134909","소예","035010","E","[기재정정]사업보고서 (2003.12)","20040511001084","소예","20040511","연"
"00134909","소예","035010","E","[첨부추가]사업보고서 (2003.12)","20040330000394","소예","20040330","정연"
"00134909","소예","035010","E","사업보고서 (2002.12)","20030331000010","소예","20030331",""
"00134909","소예","035010","E","사업보고서 (2001.12)","20020329001055","소예","20020329",""
"00134909","소예","035010","E","사업보고서 (2000.12)","20010328000171","소예","20010328",""
"00134909","소예","035010","E","사업보고서 (1999.12)","20000330000148","소예","20000330",""
