"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00310271","KBS인터넷","","E","사업보고서 (2010.12)","20110331002758","KBS인터넷","20110331",""
"00310271","KBS인터넷","","E","사업보고서 (2009.12)","20100331002182","KBS인터넷","20100331",""
"00310271","KBS인터넷","","E","사업보고서 (2008.12)","20090331002570","KBS인터넷","20090331",""
"00310271","KBS인터넷","","E","사업보고서 (2007.12)","20080328001682","KBS인터넷","20080331",""
"00310271","KBS인터넷","","E","사업보고서 (2006.12)","20070330002509","KBS인터넷","20070330",""
"00310271","KBS인터넷","","E","사업보고서 (2005.12)","20060331001430","KBS인터넷","20060331",""
"00310271","KBS인터넷","","E","사업보고서 (2004.12)","20050331001190","KBS인터넷","20050331",""
"00310271","KBS인터넷","","E","[기재정정]사업보고서 (2003.12)","20040406000148","KBS인터넷","20040406",""
"00310271","KBS인터넷","","E","사업보고서 (2003.12)","20040331001134","KBS인터넷","20040401","정"
"00310271","KBS인터넷","","E","사업보고서 (2002.12)","20030331002009","KBS인터넷","20030331",""
"00310271","KBS인터넷","","E","사업보고서 (2001.12)","20020402000342","KBS인터넷","20020402",""
"00310271","KBS인터넷","","E","사업보고서 (2000.12)","20010331000459","KBS인터넷","20010331",""
