"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00250775","에듀아크","046350","E","사업보고서 (2009.12)","20100331002950","에듀아크","20100331",""
"00250775","에듀아크","046350","E","[첨부정정]사업보고서 (2008.12)","20090506001000","에듀아크","20090506","연"
"00250775","에듀아크","046350","E","[첨부추가]사업보고서 (2008.12)","20090331001675","에듀아크","20090331","정연"
"00250775","에듀아크","046350","E","[기재정정]사업보고서 (2007.12)","20080508000157","에듀아크","20080508","연"
"00250775","에듀아크","046350","E","[첨부추가]사업보고서 (2007.12)","20080331002211","에듀아크","20080331","정연"
"00250775","에듀아크","046350","E","[첨부추가]사업보고서 (2006.12)","20070330000886","에듀아크","20070330","연"
"00250775","에듀아크","046350","E","[기재정정]사업보고서 (2005.12)","20060511000044","에듀아크","20060511",""
"00250775","에듀아크","046350","E","사업보고서 (2005.12)","20060324000296","에듀아크","20060324","정"
"00250775","에듀아크","046350","E","[기재정정]사업보고서 (2004.12)","20050429000153","에듀아크","20050429",""
"00250775","에듀아크","046350","E","사업보고서 (2004.12)","20050331000764","에듀아크","20050331","정"
"00250775","에듀아크","046350","E","사업보고서 (2003.12)","20040330000558","에듀아크","20040330",""
"00250775","에듀아크","046350","E","사업보고서 (2002.12)","20030331002011","에듀아크","20030331",""
"00250775","에듀아크","046350","E","[기재정정]사업보고서 (2001.12)","20020402000792","에듀아크","20020402",""
"00250775","에듀아크","046350","E","사업보고서 (2001.12)","20020401000441","에듀아크","20020401","정"
"00250775","에듀아크","046350","E","사업보고서 (2000.12)","20010330001203","에듀아크","20010331",""
