"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00358095","코어비트","056850","E","사업보고서 (2009.12)","20100408001206","코어비트","20100408",""
"00358095","코어비트","056850","E","[기재정정]사업보고서 (2008.12)","20090330001341","코어비트","20090330",""
"00358095","코어비트","056850","E","사업보고서 (2008.12)","20090327000708","코어비트","20090327","정"
"00358095","코어비트","056850","E","사업보고서 (2007.12)","20080331002428","코어비트","20080331",""
"00358095","코어비트","056850","E","[기재정정]사업보고서 (2006.12)","20070611000265","코어비트","20070611","연"
"00358095","코어비트","056850","E","[첨부추가]사업보고서 (2006.12)","20070329001024","코어비트","20070329","정연"
"00358095","코어비트","056850","E","사업보고서 (2005.12)","20060330000842","코어비트","20060330",""
"00358095","코어비트","056850","E","[기재정정]사업보고서 (2004.12)","20050512000881","코어비트","20050512",""
"00358095","코어비트","056850","E","사업보고서 (2004.12)","20050329000457","코어비트","20050329","정"
"00358095","코어비트","056850","E","사업보고서 (2003.12)","20040330001057","코어비트","20040330",""
"00358095","코어비트","056850","E","사업보고서 (2002.12)","20030329000471","코어비트","20030329",""
"00358095","코어비트","056850","E","사업보고서 (2001.12)","20020330000970","코어비트","20020330",""
