"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00103325","고제","002540","E","사업보고서 (2009.12)","20100331003030","고제","20100331",""
"00103325","고제","002540","E","[첨부추가]사업보고서 (2008.12)","20090330000800","고제","20090330","연"
"00103325","고제","002540","E","[기재정정]사업보고서 (2007.12)","20080508000984","고제","20080508",""
"00103325","고제","002540","E","사업보고서 (2007.12)","20080331001782","고제","20080331","정"
"00103325","고제","002540","E","사업보고서 (2006.12)","20070330001580","고제","20070330",""
"00103325","고제","002540","E","[기재정정]사업보고서 (2005.12)","20060424000322","고제","20060424",""
"00103325","고제","002540","E","[첨부추가]사업보고서 (2005.12)","20060331001849","고제","20060331","정"
"00103325","고제","002540","E","[첨부추가]사업보고서 (2004.12)","20050331002246","고제","20050331","정"
"00103325","고제","002540","E","[기재정정]사업보고서 (2004.12)","20050430000257","고제","20050430",""
"00103325","고제","002540","E","[기재정정]사업보고서 (2003.12)","20040601000300","고제","20040602",""
"00103325","고제","002540","E","사업보고서 (2003.12)","20040329000896","고제","20040329","정"
"00103325","고제","002540","E","사업보고서 (2002.12)","20030228000487","고제","20030228",""
"00103325","고제","002540","E","사업보고서 (2001.12)","20020429000356","고제","20020429",""
"00103325","고제","002540","E","사업보고서 (2000.12)","20010331000740","고제","20010402",""
"00103325","고제","002540","E","사업보고서 (1999.12)","20000330000827","고제","20000330",""
"00103325","고제","002540","E","[기재정정]사업보고서 (1998.12)","19990720000002","고제","19990720",""
"00103325","고제","002540","E","사업보고서 (1998.12)","19990331000247","고제","19990331","정"
