"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2007.12)","20080331003025","마이크로닉스","20080331","정연"
"00112068","마이크로닉스","001190","E","[기재정정]사업보고서 (2007.12)","20080508001091","마이크로닉스","20080508","연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2006.12)","20070330001946","마이크로닉스","20070330","연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2005.12)","20060331000552","마이크로닉스","20060331","연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2004.12)","20050331001359","마이크로닉스","20050331","연"
"00112068","마이크로닉스","001190","E","[기재정정]사업보고서 (2003.12)","20040525000359","마이크로닉스","20040525","연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2003.12)","20040330000901","마이크로닉스","20040330","정연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2002.12)","20030331000741","마이크로닉스","20030331","연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2001.12)","20020401000898","마이크로닉스","20020401","연"
"00112068","마이크로닉스","001190","E","[첨부추가]사업보고서 (2000.12)","20010331000312","마이크로닉스","20010331","연"
"00112068","마이크로닉스","001190","E","사업보고서 (1999.12)","20000330000748","마이크로닉스","20000330","연"
"00112068","마이크로닉스","001190","E","사업보고서 (1998.12)","19990330000002","마이크로닉스","19990330","연"
