"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00263779","인프라넷","","E","사업보고서 (2010.12)","20110331001326","인프라넷","20110331",""
"00263779","인프라넷","","E","사업보고서 (2009.12)","20100331000671","인프라넷","20100331",""
"00263779","인프라넷","","E","사업보고서 (2008.12)","20090331002443","인프라넷","20090331",""
"00263779","인프라넷","","E","사업보고서 (2007.12)","20080328000536","인프라넷","20080328",""
"00263779","인프라넷","","E","사업보고서 (2006.12)","20070330001299","인프라넷","20070330",""
"00263779","인프라넷","","E","[첨부정정]사업보고서 (2005.12)","20060417000283","인프라넷","20060417",""
"00263779","인프라넷","","E","[첨부정정]사업보고서 (2005.12)","20060330000851","인프라넷","20060330","정"
"00263779","인프라넷","","E","사업보고서 (2005.12)","20060330000269","인프라넷","20060330","정"
"00263779","인프라넷","","E","사업보고서 (2004.12)","20050329000675","인프라넷","20050329",""
"00263779","인프라넷","","E","사업보고서 (2003.12)","20040330002238","인프라넷","20040330",""
"00263779","인프라넷","","E","사업보고서 (2002.12)","20030331001278","인프라넷","20030331",""
"00263779","인프라넷","","E","사업보고서 (2001.12)","20020328000423","인프라넷","20020328",""
