"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00153551","허메스홀딩스","012400","E","사업보고서 (2011.12)","20120330000812","허메스홀딩스","20120330","연"
"00153551","허메스홀딩스","012400","E","사업보고서 (2010.12)","20110330000749","허메스홀딩스","20110330",""
"00153551","허메스홀딩스","012400","E","사업보고서 (2009.12)","20100331002769","허메스홀딩스","20100331",""
"00153551","허메스홀딩스","012400","E","[첨부추가]사업보고서 (2008.12)","20090331000976","허메스홀딩스","20090331","연"
"00153551","허메스홀딩스","012400","E","[첨부추가]사업보고서 (2007.12)","20080331001086","허메스홀딩스","20080331","연"
"00153551","허메스홀딩스","012400","E","사업보고서 (2006.12)","20070330002346","허메스홀딩스","20070330",""
"00153551","허메스홀딩스","012400","E","사업보고서 (2005.12)","20060330000686","허메스홀딩스","20060330",""
"00153551","허메스홀딩스","012400","E","사업보고서 (2004.12)","20050331000045","허메스홀딩스","20050331",""
"00153551","허메스홀딩스","012400","E","[기재정정]사업보고서 (2003.12)","20040520000248","허메스홀딩스","20040520",""
"00153551","허메스홀딩스","012400","E","[기재정정]사업보고서 (2003.12)","20040510000201","허메스홀딩스","20040510","정"
"00153551","허메스홀딩스","012400","E","사업보고서 (2003.12)","20040330000328","허메스홀딩스","20040330","정"
"00153551","허메스홀딩스","012400","E","사업보고서 (2002.12)","20030328000666","허메스홀딩스","20030328",""
"00153551","허메스홀딩스","012400","E","사업보고서 (2001.12)","20020329000519","허메스홀딩스","20020329",""
"00153551","허메스홀딩스","012400","E","사업보고서 (2000.12)","20010330000604","허메스홀딩스","20010330",""
"00153551","허메스홀딩스","012400","E","사업보고서 (1999.12)","20000328000051","허메스홀딩스","20000328",""
"00153551","허메스홀딩스","012400","E","사업보고서 (1998.12)","19990406000008","허메스홀딩스","19990406",""
