"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00347619","한국통신데이타","045760","E","사업보고서 (2011.12)","20120330000190","한국통신데이타","20120330",""
"00347619","한국통신데이타","045760","E","사업보고서 (2010.12)","20110329000124","한국통신데이타","20110329",""
"00347619","한국통신데이타","045760","E","사업보고서 (2009.12)","20100331002846","한국통신데이타","20100331",""
"00347619","한국통신데이타","045760","E","사업보고서 (2008.12)","20090331002075","한국통신데이타","20090331",""
"00347619","한국통신데이타","045760","E","사업보고서 (2007.12)","20080331001615","한국통신데이타","20080331",""
"00347619","한국통신데이타","045760","E","[기재정정]사업보고서 (2006.12)","20070405000749","한국통신데이타","20070405",""
"00347619","한국통신데이타","045760","E","사업보고서 (2006.12)","20070330001472","한국통신데이타","20070330","정"
"00347619","한국통신데이타","045760","E","[기재정정]사업보고서 (2005.12)","20060510001319","한국통신데이타","20060510",""
"00347619","한국통신데이타","045760","E","사업보고서 (2005.12)","20060331001768","한국통신데이타","20060331","정"
"00347619","한국통신데이타","045760","E","[기재정정]사업보고서 (2004.12)","20050429001583","한국통신데이타","20050430",""
"00347619","한국통신데이타","045760","E","[첨부추가]사업보고서 (2004.12)","20050331000469","한국통신데이타","20050331","정"
"00347619","한국통신데이타","045760","E","[기재정정]사업보고서 (2003.12)","20040521000070","한국통신데이타","20040521",""
"00347619","한국통신데이타","045760","E","[기재정정]사업보고서 (2003.12)","20040514002051","한국통신데이타","20040514","정"
"00347619","한국통신데이타","045760","E","사업보고서 (2003.12)","20040330000409","한국통신데이타","20040330","정"
"00347619","한국통신데이타","045760","E","[기재정정]사업보고서 (2002.12)","20030429000675","한국통신데이타","20030429",""
"00347619","한국통신데이타","045760","E","[첨부추가]사업보고서 (2002.12)","20030331000846","한국통신데이타","20030331","정"
