"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00535719","프렉코","082220","E","[기재정정]사업보고서 (2014.12)","20150515000024","프렉코","20150515",""
"00535719","프렉코","082220","E","사업보고서 (2014.12)","20150331000835","프렉코","20150331","정"
"00535719","프렉코","082220","E","사업보고서 (2013.12)","20140416000161","프렉코","20140416",""
