,corp_code,corp_name,stock_code,modify_date
0,00369301,근영전자통신, ,20170630
0,00360106,보해주정, ,20170630
0,00183710,영화, ,20170630
0,00410483,윈스텍, ,20170630
0,00409928,조한도시개발, ,20170630
0,00209647,대웅전기산업, ,20170630
0,00370316,해피라인, ,20170630
0,00134246,세원건설, ,20170630
0,00444806,린나이씨에스, ,20170630
0,00233112,성우전자, ,20170630
0,00297758,에스더블유씨코퍼레이션, ,20170630
0,00450986,미도산업개발, ,20170630
0,00442206,덕성섬유, ,20170630
0,00361664,기흥종합건설, ,20170630
0,00370334,이에이치상사, ,20170630
0,00432616,웨이브티브이, ,20170630
0,00444073,축산농협안산연합사료, ,20170630
0,00405436,유니크, ,20170630
0,00414319,송학장갑, ,20170630
0,00261610,위트비전, ,20170630
0,00362432,월드무역, ,20170630
0,00415293,오픈테크, ,20170630
0,00413204,아피아, ,20170630
0,00413277,차세대정보통신, ,20170630
0,00268455,조흥신탁유동화전문회사, ,20170630
0,00273606,오토일천구백구십구의일유동화전문유한회사, ,20170630
0,00303369,한국토지신탁제이차유동화전문유한회사, ,20170630
0,00317043,포커스제1차유동화전문유한회사, ,20170630
0,00328517,베스트이지제일차유동화전문유한회사, ,20170630
0,00341776,모비스코람유동화전문유한회사, ,20170630
0,00362131,아이에스피, ,20170630
0,00427492,한실흥산, ,20170630
0,00363413,아이티엔방송, ,20170630
0,00302829,슈퍼데크코리아, ,20170630
0,00426758,산은부동산제오차유동화전문유한회사, ,20170630
0,00427474,덕화산업, ,20170630
0,00428695,국민카드이천이의일유동화전문유한회사, ,20170630
0,00366508,마일스톤벤처투자, ,20170630
0,00402208,에스비아이코리아, ,20170630
0,00175021,씨티은행, ,20170630
0,00429250,AllianzFinanceB.V., ,20170630
0,00425777,동의보감유동화전문유한회사, ,20170630
0,00109125,세화기술투자, ,20170630
0,00388810,미래에셋프리미어혼합형펀드, ,20170630
0,00383426,마이다스차익거래안정혼합형펀드, ,20170630
0,00146676,아이씨켐, ,20170630
0,00338152,소프트윈, ,20170630
0,00438902,신하나로유동화전문유한회사, ,20170630
0,00432856,벽산건설블루밍제일차유동화전문유한회사, ,20170630
0,00431033,이천일아울렛제일차유동화전문유한회사, ,20170630
0,00240866,씨마유통, ,20170630
0,00440934,캠앤아이코리아, ,20170630
0,00440952,제이경영컨설팅, ,20170630
0,00435905,이리연료, ,20170630
0,00435598,태거산업, ,20170630
0,00350136,마인드텔, ,20170630
0,00350206,엘파오벤쳐캐피탈, ,20170630
0,00268288,심스밸리, ,20170630
0,00105846,LGEI, ,20170630
0,00350756,유리크레디트회사채혼합형펀드, ,20170630
0,00149497,알파캐피탈, ,20170630
0,00264778,유니씨앤티, ,20170630
0,00289227,미래에셋파이오니어벤처코스닥펀드, ,20170630
0,00449184,디에이치파트너스, ,20170630
0,00369028,근하종합개발호텔엑스포, ,20170630
0,00152491,코락, ,20170630
0,00445601,터보엔지니어링, ,20170630
0,00407610,알파엔지니어링, ,20170630
0,00146241,명성건설, ,20170630
0,00446071,스카이함백, ,20170630
0,00368384,비에스그룹, ,20170630
0,00446840,삼부이엔씨, ,20170630
0,00245791,두앙종합건설, ,20170630
0,00449625,신성전자, ,20170630
0,00375223,한국기업금융자문, ,20170630
0,00411631,고룡, ,20170630
0,00256326,아성식품, ,20170630
0,00367330,세원지애에이치, ,20170630
0,00371838,남양주택건설, ,20170630
0,00246480,이조해운, ,20170630
0,00359304,한서화학, ,20170630
0,00415600,대륭전자, ,20170630
0,00422910,서울에프엔텍파트너스, ,20170630
0,00451055,팔공산온천관광호텔, ,20170630
0,00448839,택산개발, ,20170630
0,00234670,동진피엠씨, ,20170630
0,00224707,대흥정공, ,20170630
0,00193568,신대광주택, ,20170630
0,00415080,아프로시스템스, ,20170630
0,00415053,화진코스메틱, ,20170630
0,00414869,모비야, ,20170630
0,00365527,우리켐테크, ,20170630
0,00364245,ABC, ,20170630
0,00364005,캐피탈아거스, ,20170630
0,00413329,유니솔, ,20170630
0,00215222,세화유통, ,20170630
0,00252481,용강, ,20170630
0,00369897,기바전자, ,20170630
0,00310855,에프에스비티아이코리아, ,20170630
0,00370015,디지텍, ,20170630
0,00303448,알에이코프, ,20170630
0,00404394,매경휴스닥, ,20170630
0,00201946,한국이연, ,20170630
0,00304207,한원텔레콤, ,20170630
0,00305093,진우, ,20170630
0,00410720,탑종합건설, ,20170630
0,00354354,썬키스, ,20170630
0,00311049,위슬런, ,20170630
0,00412782,대산반도체, ,20170630
0,00426615,네오소프트, ,20170630
0,00164061,드림에스디, ,20170630
0,00381659,크레디피아제십구차유동화전문, ,20170630
0,00382959,콩코드캐피탈아시아, ,20170630
0,00118886,에이브이씨닷컴, ,20170630
0,00374835,케이씨알파트너스, ,20170630
0,00115700,동성투자, ,20170630
0,00389192,오엔씨네트웍스, ,20170630
0,00346452,씨에스지, ,20170630
0,00420356,하이페리온제이차유동화전문유한회사, ,20170630
0,00425528,부산유조선, ,20170630
0,00427784,목동우림루미아트유동화전문유한회사, ,20170630
0,00244297,천보파이낸스, ,20170630
0,00428817,나라펫, ,20170630
0,00425740,하이케어시스템즈, ,20170630
0,00389086,우리금융제일차유동화전문유한회사, ,20170630
0,00425759,키치녹스, ,20170630
0,00426721,에이치에스제일차유동화전문유한회사, ,20170630
0,00426651,신드림풀유동화전문유한회사, ,20170630
0,00427951,넥센캐피탈, ,20170630
0,00448112,종연산업, ,20170630
0,00446655,성환, ,20170630
0,00357111,삼두디엔에스, ,20170630
0,00360717,녹십자피디, ,20170630
0,00411321,율비, ,20170630
0,00193221,삼희산업, ,20170630
0,00407595,아이스타뮤직, ,20170630
0,00147417,전일제지, ,20170630
0,00367075,신흥울테크, ,20170630
0,00448501,삼양이컴, ,20170630
0,00197856,전주코아호텔, ,20170630
0,00378017,헬리오스기업구조조정전문회사, ,20170630
0,00207384,동일상사, ,20170630
0,00233927,헨켈코리아, ,20170630
0,00255372,센텍, ,20170630
0,00246693,태흥기업, ,20170630
0,00367932,만적, ,20170630
0,00334341,성신무역, ,20170630
0,00190224,새한철강, ,20170630
0,00448291,한림종합개발, ,20170630
0,00445391,동방귀석, ,20170630
0,00169321,부곡관광, ,20170630
0,00434076,에이취.엠.에스, ,20170630
0,00205128,서통테크놀로지, ,20170630
0,00450250,한경섬유, ,20170630
0,00368126,세진티앤엠, ,20170630
