"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00309442","지유","","E","감사보고서 (2002.12)","20030303000008","한영회계법인","20030303",""
"00309442","지유","","E","감사보고서 (2001.12)","20020327000206","한영회계법인","20020327",""
"00309442","지유","","E","감사보고서 (2000.12)","20010320000057","한영회계법인","20010320",""
