"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00116602","신기그룹","","E","[기재정정]감사보고서 (2003.12)","20040407000907","우리회계법인","20040407",""
"00116602","신기그룹","","E","감사보고서 (2003.12)","20040407000835","우리회계법인","20040407","정"
"00116602","신기그룹","","E","[기재정정]감사보고서 (2002.12)","20030402000134","우리회계법인","20030402",""
"00116602","신기그룹","","E","감사보고서 (2002.12)","20030401000836","우리회계법인","20030401","정"
"00116602","신기그룹","","E","감사보고서 (2001.12)","20020409000529","우리회계법인","20020409",""
"00116602","신기그룹","","E","감사보고서 (2000.12)","20010407000185","우리회계법인","20010407",""
"00116602","신기그룹","","E","감사보고서 (1999.12)","20000616000053","우리회계법인","20000616",""
