"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00146241","명성건설","","E","감사보고서 (2003.12)","20040409000539","한영회계법인","20040409",""
"00146241","명성건설","","E","감사보고서 (2002.12)","20030410000389","한영회계법인","20030410",""
"00146241","명성건설","","E","감사보고서 (2001.12)","20020411000565","한영회계법인","20020411",""
"00146241","명성건설","","E","감사보고서 (2000.12)","20010409000626","한영회계법인","20010409",""
"00146241","명성건설","","E","감사보고서 (1999.12)","20000329000084","한영회계법인","20000329",""
