"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00256326","아성식품","","E","[기재정정]감사보고서 (2002.12)","20030410000172","제236호감사반","20030410",""
"00256326","아성식품","","E","감사보고서 (2002.12)","20030409000810","제236호감사반","20030410","정"
"00256326","아성식품","","E","감사보고서 (2001.12)","20020402000726","제236호감사반","20020402",""
"00256326","아성식품","","E","감사보고서 (2000.12)","20010411000236","제236호감사반","20010411",""
"00256326","아성식품","","E","감사보고서 (1999.12)","20000407000492","제236호감사반","20000408",""
